question,intent, intent
តើ ពិត ជា មាន ប្រទេស ហ្វីជី/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ មាន ចំណត នៅ ណា ?,, Ask About Where IsParking Space
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ បង សុធី/B-PER រិទ្ធ/I-PER មែន ឬ អត់ ? , Ask About Creator,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG នៅ នឹង អាគារនវានុវត្តន៍ ឬ ទេ ?,, Is Company Exist
អាច និយាយ ពី ប្រវត្តិ សិក្សា របស់ បណ្ឌិត/B-PER សេងសុភាព/I-PER ?,AskAboutTopManagementPersonal,
តើ អាច មាន ប្រទេស ទឹក/B-GPE កក/I-GPE ដី/I-GPE ដែល ឬ អត់ ?,IsCountryExist,
អ្នក មើល ការ ក្នុង ទូរគមនាគមន៍ នរណា ជា ?,AskAboutTopManagementPersonal,
ចូល ប្រាប់ នៅ នេះ Research លើ សម្រាប់ សិស្ស ថ្មី ? ,AskAboutResearch,
តើ ទី តាំង ធ្វើ ការ របស់ លោក គ្រូសិរី/B-PER នៅ អាគារ មួយ ណា ?,AskAboutStaffRoom,
តើ ប្រទេស ហូឡង់/B-GPE មាន ឬ ទេ ?,IsCountryExist,
មធ្យោបាយ ក្នុង ការ ទទួល បាន office,, Ask About ToGet The Working Space
តើ ពិត ជា មាន ប្រទេស ហ្គាបុន/B-GPE មែន ឬ អត់ ?,IsCountryExist,
អ្នក មើល ការ ខុស ត្រូវ ក្នុង តេឡេខម អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ មាន កម្ម វិធី រៀន ស្អី ខ្លះ នៅ ខាង ណេត វើក កីង ?,CuriculumInEachMajor,
តើ មាន ប្រទេស នា/B-GPE វា/I-GPE ទេសចរណ៍/I-GPE គុយបា/I-GPE ឬ ទេ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស ម៉ាល់តា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ មាន ហេតុ ការណ៍ រំភើប អ្វី នៅ ឯ សុីអេ/B-ORG ដីធី/I-ORG ?,AskAboutTrendingNews,
តើ អ្នក ដឹក ទេ ថា នៅ អាយឌីអអាយ/B-ORG មាន ការងារ ដែល គេ កំពុង ជ្រើស រើស បុគ្គលិក ទេ ?,AskAboutJobOpportunities,
តើ ធ្វើ មិច ទើប បាន កន្លែង ធ្វើ ការ ?,, Ask About To Get The Working Space Ask About ToGet The Working Space
តើ យើង អាច រក បន្ទប់/B-ROOM ១០៥/I-ROOM តាម របៀប ណា ?,FindRoom,
តើ ផ្នែក ធនធាន មនុស្ស ធ្វើ ការ នៅ ជាន់ ណា ដែល ?,AskAboutStaffRoom,
តើ បង សុធារ៉ា/B-PER ធ្វើ ការ នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់/B-ROOM ១០៣/I-ROOM នៅ កន្លែង ណា បាន ទេ ?,FindRoom,
តើ មាន ចត នៅ ណា ?,, Ask About Where IsParking Space
ចូល ប្រាប់ នៅ CADT/B-ORG ស្រាវជ្រាវ លើ សម្រាប់ អ្នក ទស្សនៈ កិច្ច ? ,AskAboutResearch,
មនុស្ស យន្ត លោក/B-PER គ្រូ/I-PER បញ្ញា/I-PER បន្ទប់ របស់ គាត់ នៅ ឯ ណា?,FindEmployeeRoom,
មនុស្ស យន្ត លោក/B-PER អាឡិច/I-PER បន្ទប់ របស់ គាត់ នៅ កន្លែង ណា ?,FindEmployeeRoom,
តើ មាន រឿង សម្រាប់ បុគ្គលិក ថ្មី អ្វី ខ្លះ នៅ ឯ NIPTICT/B-ORG ?,AskAboutTrendingNews,
អ្នក ទទួល បន្ទុក នៅ តេឡេខម អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ មាន ប្រទេស អ៊ូហ្គង់ដា/B-GPE ឬ ទេ ?,IsCountryExist,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ ម៉ានុត/B-PER ពិត ប្រាកដ ទេ ? , Ask About Creator,
អាច ដឹង ពី ជីវ ប្រវត្តិ របស់ លោក/B-PER សេងសុភាព/I-PER ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
តើ ខ្ញុំ អាច សុំ លេខ ទំនាក់ទំនង របស់ លោក គ្រូសិទ្ធ/B-PER បាន ដែល ទេ ?,AskAboutStaffPhoneNumber,
តើ អាច មាន ប្រទេស ហ្គាតេម៉ាឡា/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ មាន ប្រទេស នីហ្សេរី/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ នៅ ទី នេះ មាន អាយឌីជី/B-ORG ឫ ទេ ? , Is Institution Exist,
តើ មាន រឿង សម្រាប់ បុគ្គលិក អត់ នៅ សុីអេដីធី/B-ORG ?,AskAboutTrendingNews,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់/B-ROOM គាំទ្រ/I-ROOM ការ/I-ROOM បង្រៀន/I-ROOM នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម បង យ៉ា/B-PER ពិត ឬ ទេ ? , Ask About Creator,
តើ មាន ប្រទេស បេលីស/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស ប្រេស៊ីល/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
អ្នក មើល ការ ខុស ត្រូវ ក្នុង អុីខមមើស អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ ពិត ជា មាន ប្រទេស កុងហ្គោ/B-GPE មែន ឬ អត់ ?,IsCountryExist,
អ្នក រ៉ាប់ រង ខាង តេឡេខម អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ IDT/B-ORG ជា របស់ រដ្ន មែន ឬ ទេ ? , Ask About Institution,
អាច និយាយ ពី ប្រវត្តិ ការ សិក្សា របស់ ឯក ឧត្តម ហ៊ាន សំបឿន ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទូរសព្ទ របស់ លោក នាយក រង បាន ដែល ទេ ?,AskAboutStaffPhoneNumber,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ អាគារ នេះ មាន បង្គន់ នោម ឬ អត់ ?,DoesToiletExist,
អាច និយាយ ពី ប្រវត្តិ ការ សិក្សា របស់ លោក ហ៊ាន សំបឿន ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
មាន បន្ទប់ ទឹក អត់ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR ?,DoesToiletExist,
តើ មាន ប្រទេស អាល់បានី/B-GPE ឬ ទេ ?,IsCountryExist,
តើ មាន ប្រទេស ឥណ្ឌូណេស៊ី ឬ អត់ ?,IsCountryExist,
តើ ប្រទេស ម៉ិចស៊ីកូ/B-GPE មាន ឬ ទេ ?,IsCountryExist,
មាន បង្គន់ ឬ អត់ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR ?,DoesToiletExist,
តើ បណ្តាញ មាន រៀន អ្វី ខ្លះ ?,CuriculumInEachMajor,
តើ មាន រៀន ស្អីគេ ខ្លះ នៅ ខាង ជំនាញ/B-MAJOR Network/I-MAJOR ?,CuriculumInEachMajor,
តើ មាន ប្រទេស ព័រតូរីកូ មែន ឬ ទេ ?,IsCountryExist,
តើ មាន រឿង សម្រាប់ សិស្ស អត់ នៅ ទី នេះ ?,AskAboutTrendingNews,
ប្រាប់ ខ្ញុំ នៅ ឯ CADT/B-ORG Research លើ សម្រាប់ សិស្ស ? ,AskAboutResearch,
តើ មេខឺស្ពេស ត្រូវ បាន ផលិត ដោយ CADT/B-ORG ពិត ទេ ? , Ask About Makerspace,
តើ មាន រៀន ម៉េច ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR Telecoms/I-MAJOR and/I-MAJOR Networking/I-MAJOR ?,CuriculumInEachMajor,
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ បូរី/B-PER ពិត ទេ ? , Ask About Creator,
តើ វិទ្យា/B-MAJOR សាស្រ្ត/I-MAJOR កុំព្យូទ័រ/I-MAJOR មាន កម្ម វិធី សិក្សា អ្វី ខ្លះ ?,CuriculumInEachMajor,
តើ មាន កម្ម វិធី សិក្សា ស្អី ខ្លះហា នៅ ក្នុង ជំនាញ/B-MAJOR Networking/I-MAJOR ?,CuriculumInEachMajor,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG កម្ពុជា/I-ORG មាន ផេ្លង ក្រោម ដែល ទេ ? , Ask About Playground,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្គន់ នោម នៅ ឯ ណា ?,FindToilet,
តើ មាន រឿង សម្រាប់ បុគ្គលិក ថ្មី អ្វី ខ្លះ នៅ នេះ ?,AskAboutTrendingNews,
មាន បង្គន់ អណាម័យ ឬ អត់ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR ?,DoesToiletExist,
តើ ពិត ជា មាន ប្រទេស តាជីគី/B-GPE ស្ថាន/I-GPE ឬ អត់ ?,IsCountryExist,
រ៉ូបូត ប្រាប់ ខ្ញុំ មក អ្នក បង្រៀន ការ អភិវឌ្ឍន៍ គេហទំព័រ មាន ឈ្មោះ អ្វី ?,FindLecturerForSubject,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្គន់ អណាម័យ នៅ ទី ណា ?,FindToilet,
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ ម៉ានុត/B-PER មែន ឫ ទេ ? , Ask About Creator,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់ របស់ លោនាយក សុខា/B-PER នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
តើ មាន កម្ម វិធី សិក្សា អី ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR Networking/I-MAJOR ?,CuriculumInEachMajor,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ សុធី/B-PER រិទ្ធ/I-PER ពិត ប្រាកដ ទេ ? , Ask About Creator,
តើ មាន ហេតុ ការណ៍ សម្រាប់ សិស្ស ថ្មី អ្វី ខ្លះ នៅ ណិពទិច/B-ORG ?,AskAboutTrendingNews,
តើ មាន ប្រទេស កោះ កៃម៉ាន មែន ឬ អត់ ?,IsCountryExist,
ចូល ប្រាប់ ទី នេះ ស្រាវជ្រាវ លើ សម្រាប់ អ្នក មក មើល ? ,AskAboutResearch,
មាន កន្លែង ជុះ ឬ អត់ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR ?,DoesToiletExist,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR បង្គន់ នៅ ណា ?,FindToilet,
មាន កន្លែង បត់ ជើង អត់ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR ?,DoesToiletExist,
តើ មាន កម្ម វិធី សិក្សា អ្វី ខ្លះ ខាង អុីហ្វមេសុិនតិចណូឡូជី/B-MAJOR ?,CuriculumInEachMajor,
តើ បង សុភាព/B-PER ធ្វើ ការ នៅ បន្ទប់ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន ប្រទេស ម៉ាកាវ/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
នៅ ឯ សុី អេ ដីធី មាន Research អ្វី ខ្លះ សម្រាប់ បុគ្គលិក ថ្មី ? ,AskAboutResearch,
តើ បន្ទប់ របស់ បង ចាន់តូ/B-PER នៅ អាគារ ណា ?,AskAboutStaffRoom,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ បង ណារី/B-PER មែន ទេ ? , Ask About Creator,
តើ មាន ប្រទេស នីការ៉ាហ្គា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ មាន រឿង សម្រាប់ សិស្ស អត់ នៅ ឯ នេះ ?,AskAboutTrendingNews,
ម្លិល/B-DATE មិញ/I-DATE គេ ប្រជុំ រឿង អ្វី នៅ សាល/B-ROOM ប្រជុំ/I-ROOM ធំ/I-ROOM ?,FindMeetingRoomAgenda,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG សេដ្ឋ/I-ORG កិច្ច/I-ORG និង/I-ORG ហិរញ្ញ/I-ORG វត្ថុ/I-ORG មាន កន្លែង សម្រាប់ ហូបបាយ ទេ ? , Ask About Canteen,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG កម្ពុជា/I-ORG មាន playground ដែល ទេ ? , Ask About Playground,
តើ ពិត ជា មាន ប្រទេស ស្វីស/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG នៅ ក្នុង កន្លែង នេះ ដែរ ទេ ?,, Is Company Exist
តើ បន្ទប់ របស់ ផ្នែក អេហ្វអា នៅ ជាន់ណា ?,AskAboutStaffRoom,
តើ បន្ទប់ របស់ ផ្នែក ស្រាវជ្រាវ នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ បង ឈុន ហៀន ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG បច្ចេកវិទ្យា/I-ORG ឌីជីថល/I-ORG ជា ស្ថាប័ន អ្វី ? , Ask About Institution,
តើ អ្នក បាន ព្យាយាម ដោះ ស្រាយ បញ្ហា ដោយ ខ្លួន ឯង ទេ ? ,,
តើ មាន កម្ម វិធី រៀន ម៉េច ខ្លះ នៅ ខាង Telecoms ?,CuriculumInEachMajor,
តើ រោង ជាង ត្រូវ បាន ផលិត ដោយ វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG និងនវានុវត្តន៍/I-ORG ឌីជីថល/I-ORG មែនឫ ទេ ? , Ask About Makerspace,
